DATE,WDSP,STATION,DEWP,PRCP,TEMP,frp,latitude,longitude,past_day_fire_bin
2023-08-22,14.0,91190022516,66.2,0.0,81.7,,20.88871,-156.43453,0.0
2023-08-23,15.1,91190022516,67.2,0.0,80.9,,20.88871,-156.43453,0.0
2023-08-24,14.6,91190022516,66.3,0.0,80.2,,20.88871,-156.43453,0.0
2023-08-25,14.5,91190022516,65.6,0.0,80.5,,20.88871,-156.43453,0.0
2023-08-26,12.8,91190022516,64.4,0.0,79.6,,20.88871,-156.43453,0.0
2023-08-27,14.1,91190022516,65.6,0.0,79.1,53.34,20.76403,-156.42558,0.0
2023-08-27,14.1,91190022516,65.6,0.0,79.1,56.62,20.77063,-156.42278,0.0
2023-08-28,11.8,91190022516,64.7,0.02,78.2,,20.88871,-156.43453,1.0
2023-08-29,12.4,91190022516,65.6,0.0,79.8,,20.88871,-156.43453,0.0
2023-08-30,13.5,91190022516,67.8,0.0,80.5,,20.88871,-156.43453,0.0
2023-08-31,16.4,91190022516,65.4,0.0,80.6,,20.88871,-156.43453,0.0
2023-09-01,16.5,91190022516,67.1,0.0,78.9,,20.88871,-156.43453,0.0
2023-09-02,16.9,91190022516,67.6,0.0,80.5,,20.88871,-156.43453,0.0
2023-09-03,16.1,91190022516,67.2,0.0,80.0,,20.88871,-156.43453,0.0
2023-09-04,9.4,91190022516,64.9,0.0,76.7,,20.88871,-156.43453,0.0
2023-09-05,8.2,91190022516,67.2,0.0,78.4,,20.88871,-156.43453,0.0
2023-09-06,11.3,91190022516,67.1,0.0,78.8,,20.88871,-156.43453,0.0
2023-09-07,11.6,91190022516,68.5,0.0,79.6,,20.88871,-156.43453,0.0
2023-09-08,11.7,91190022516,68.8,0.0,80.5,,20.88871,-156.43453,0.0
2023-09-09,11.5,91190022516,68.2,0.0,79.0,,20.88871,-156.43453,0.0
2023-09-10,14.9,91190022516,66.1,0.0,80.3,,20.88871,-156.43453,0.0
2023-09-11,15.5,91190022516,65.6,0.0,80.4,,20.88871,-156.43453,0.0
2023-09-12,14.3,91190022516,66.6,0.0,80.0,,20.88871,-156.43453,0.0
2023-09-13,12.4,91190022516,67.1,0.0,79.2,,20.88871,-156.43453,0.0
2023-09-14,12.6,91190022516,68.9,0.0,80.3,,20.88871,-156.43453,0.0
2023-09-15,11.6,91190022516,67.4,0.0,79.6,,20.88871,-156.43453,0.0
2023-09-16,9.9,91190022516,69.6,0.0,80.3,,20.88871,-156.43453,0.0
2023-09-17,14.3,91190022516,69.4,0.0,79.9,,20.88871,-156.43453,0.0
2023-09-18,14.2,91190022516,67.5,0.01,79.9,,20.88871,-156.43453,0.0
2023-09-19,14.4,91190022516,66.4,0.0,80.5,,20.88871,-156.43453,0.0
2023-09-20,13.7,91190022516,65.8,0.0,80.2,,20.88871,-156.43453,0.0
2023-09-21,14.3,91190022516,67.5,0.0,79.5,,20.88871,-156.43453,0.0
2023-09-22,12.5,91190022516,68.2,0.02,77.2,,20.88871,-156.43453,0.0
2023-09-23,12.6,91190022516,68.0,0.0,78.9,,20.88871,-156.43453,0.0
2023-09-24,13.7,91190022516,67.6,0.01,78.6,,20.88871,-156.43453,0.0
2023-09-25,13.6,91190022516,66.0,0.02,79.3,,20.88871,-156.43453,0.0
2023-09-26,14.0,91190022516,66.1,0.01,78.5,,20.88871,-156.43453,0.0
2023-09-27,14.6,91190022516,64.3,0.01,79.1,,20.88871,-156.43453,0.0
2023-09-28,11.4,91190022516,66.4,0.0,78.0,,20.88871,-156.43453,0.0
2023-09-29,11.3,91190022516,67.6,0.0,79.3,,20.88871,-156.43453,0.0
2023-09-30,14.0,91190022516,69.3,0.0,81.6,,20.88871,-156.43453,0.0
2023-10-01,15.6,91190022516,67.3,0.0,80.8,,20.88871,-156.43453,0.0
2023-10-02,10.0,91190022516,66.3,0.0,79.0,,20.88871,-156.43453,0.0
2023-10-03,6.2,91190022516,67.0,0.0,78.8,,20.88871,-156.43453,0.0
2023-10-04,5.8,91190022516,65.5,0.0,77.1,,20.88871,-156.43453,0.0
2023-10-05,6.6,91190022516,65.9,0.0,77.3,,20.88871,-156.43453,0.0
2023-10-06,7.5,91190022516,65.3,0.0,77.3,,20.88871,-156.43453,0.0
2023-10-07,14.5,91190022516,67.1,0.0,80.4,,20.88871,-156.43453,0.0
2023-10-08,12.6,91190022516,67.2,0.0,79.1,,20.88871,-156.43453,0.0
2023-10-09,12.9,91190022516,66.0,0.0,78.7,,20.88871,-156.43453,0.0
2023-10-10,12.1,91190022516,66.3,0.0,79.3,,20.88871,-156.43453,0.0
2023-10-11,10.1,91190022516,65.1,0.0,77.0,,20.88871,-156.43453,0.0
2023-10-12,11.1,91190022516,67.3,0.0,78.3,,20.88871,-156.43453,0.0
2023-10-13,13.7,91190022516,70.3,0.0,80.1,,20.88871,-156.43453,0.0
2023-10-14,7.2,91190022516,69.9,0.0,77.7,,20.88871,-156.43453,0.0
2023-10-15,7.2,91190022516,68.4,0.0,77.5,,20.88871,-156.43453,0.0
2023-10-16,10.3,91190022516,68.3,0.0,78.9,,20.88871,-156.43453,0.0
2023-10-17,7.8,91190022516,67.6,0.0,78.4,,20.88871,-156.43453,0.0
2023-10-18,6.5,91190022516,65.3,0.0,77.6,,20.88871,-156.43453,0.0
2023-10-19,10.2,91190022516,67.3,0.0,77.7,,20.88871,-156.43453,0.0
2023-10-20,7.5,91190022516,66.6,0.0,77.2,,20.88871,-156.43453,0.0
2023-10-21,6.6,91190022516,66.5,0.0,76.5,,20.88871,-156.43453,0.0
2023-10-22,5.2,91190022516,69.5,0.04,73.8,,20.88871,-156.43453,0.0
2023-10-23,10.9,91190022516,69.5,0.01,76.3,,20.88871,-156.43453,0.0
2023-10-24,9.5,91190022516,68.2,0.0,76.2,,20.88871,-156.43453,0.0
2023-10-25,5.5,91190022516,68.5,0.03,73.7,,20.88871,-156.43453,0.0
2023-10-26,6.8,91190022516,67.4,0.0,76.6,,20.88871,-156.43453,0.0
2023-10-27,5.3,91190022516,67.0,0.0,78.3,,20.88871,-156.43453,0.0
2023-10-28,7.9,91190022516,67.0,0.0,78.5,,20.88871,-156.43453,0.0
2023-10-29,9.4,91190022516,64.7,0.0,76.8,,20.88871,-156.43453,0.0
2023-10-30,9.0,91190022516,66.5,0.0,76.7,,20.88871,-156.43453,0.0
2023-10-31,6.1,91190022516,68.1,0.0,75.7,,20.88871,-156.43453,0.0
2023-11-01,4.8,91190022516,65.8,0.0,76.6,,20.88871,-156.43453,0.0
2023-11-02,5.6,91190022516,65.2,0.0,76.0,,20.88871,-156.43453,0.0
2023-11-03,7.1,91190022516,67.2,0.0,77.4,,20.88871,-156.43453,0.0
2023-11-04,14.1,91190022516,68.2,0.01,78.5,,20.88871,-156.43453,0.0
2023-11-05,16.3,91190022516,64.5,0.0,79.9,,20.88871,-156.43453,0.0
2023-11-06,16.2,91190022516,63.9,0.0,80.8,,20.88871,-156.43453,0.0
2023-11-07,18.1,91190022516,67.4,0.0,79.5,,20.88871,-156.43453,0.0
2023-11-08,6.4,91190022516,66.8,0.02,77.0,,20.88871,-156.43453,0.0
2023-11-09,7.6,91190022516,63.9,0.0,77.4,,20.88871,-156.43453,0.0
2023-11-10,11.3,91190022516,63.9,0.0,77.2,,20.88871,-156.43453,0.0
2023-11-11,15.7,91190022516,64.8,0.0,79.4,,20.88871,-156.43453,0.0
2023-11-12,16.6,91190022516,64.1,0.0,78.6,,20.88871,-156.43453,0.0
2023-11-13,16.6,91190022516,65.4,0.0,78.0,,20.88871,-156.43453,0.0
2023-11-14,14.3,91190022516,65.5,0.1,76.3,,20.88871,-156.43453,0.0
2023-11-15,13.6,91190022516,63.9,0.07,74.7,,20.88871,-156.43453,0.0
2023-11-16,10.6,91190022516,65.0,0.04,73.2,,20.88871,-156.43453,0.0
2023-11-17,11.0,91190022516,64.4,0.02,74.5,,20.88871,-156.43453,0.0
2023-11-18,8.8,91190022516,60.2,0.0,72.8,,20.88871,-156.43453,0.0
2023-11-19,9.9,91190022516,64.5,0.0,76.2,,20.88871,-156.43453,0.0
2023-11-20,7.9,91190022516,64.8,0.0,73.3,,20.88871,-156.43453,0.0
2023-11-21,13.5,91190022516,70.0,0.28,74.4,,20.88871,-156.43453,0.0
2023-11-22,11.7,91190022516,70.9,0.03,76.4,,20.88871,-156.43453,0.0
2023-11-23,6.5,91190022516,68.0,0.0,76.6,,20.88871,-156.43453,0.0
2023-11-24,7.3,91190022516,64.5,0.0,75.1,,20.88871,-156.43453,0.0
2023-11-25,7.1,91190022516,65.7,0.0,75.4,,20.88871,-156.43453,0.0
2023-11-26,10.8,91190022516,65.8,0.0,76.9,,20.88871,-156.43453,0.0
2023-11-27,12.4,91190022516,65.3,0.0,76.0,,20.88871,-156.43453,0.0
