2023-08-08,20.80594,-156.27443,17.25
2023-08-08,20.80738,-156.28462,271.21
2023-08-08,20.80798,-156.29138,57.82
2023-08-08,20.80883,-156.29491,345.34
2023-08-08,20.81008,-156.30362,96.93
2023-08-08,20.81027,-156.30515,27.27
2023-08-08,20.81223,-156.31613,15.31
2023-08-08,20.8165,-156.2834,11.63
2023-08-08,20.81795,-156.29361,43.94
2023-08-08,20.82039,-156.30136,26.51
2023-08-09,20.7669,-156.32317,68.35
2023-08-09,20.76847,-156.33,29.57
2023-08-09,20.76995,-156.29987,121.87
2023-08-09,20.77088,-156.30083,107.89
2023-08-09,20.77257,-156.30795,138.68
2023-08-09,20.77257,-156.30524,113.08
2023-08-09,20.7764,-156.41464,110.45
2023-08-09,20.77744,-156.42061,48.74
2023-08-09,20.77905,-156.3269,108.4
2023-08-09,20.78008,-156.39378,482.47
2023-08-09,20.78064,-156.33356,46.88
2023-08-09,20.78126,-156.39986,406.28
2023-08-09,20.78278,-156.35643,38.85
2023-08-09,20.78294,-156.30489,39.37
2023-08-09,20.78356,-156.42429,20.19
2023-08-09,20.78377,-156.37285,264.9
2023-08-09,20.78466,-156.31177,55.17
2023-08-09,20.7851,-156.37904,402.19
2023-08-09,20.78586,-156.37709,109.68
2023-08-09,20.78806,-156.39455,22.97
2023-08-09,20.78817,-156.38351,144.23
2023-08-09,20.78897,-156.358,35.68
2023-08-09,20.78955,-156.38464,24.38
2023-08-09,20.79013,-156.36423,92.53
2023-08-09,20.79105,-156.37476,32.67
2023-08-09,20.79152,-156.4046,134.7
2023-08-09,20.79364,-156.40268,155.32
2023-08-09,20.79367,-156.41118,124.5
2023-08-09,20.79741,-156.38206,276.12
2023-08-09,20.79893,-156.28665,27.36
2023-08-09,20.79987,-156.43291,16.1
2023-08-09,20.80065,-156.37352,62.19
2023-08-09,20.80077,-156.29378,22.89
2023-08-09,20.80292,-156.4131,50.4
2023-08-09,20.80295,-156.37987,53.04
2023-08-09,20.80444,-156.40324,29.97
2023-08-09,20.80451,-156.28539,70.93
2023-08-09,20.80596,-156.39337,19.34
2023-08-09,20.80629,-156.40106,61.68
2023-08-09,20.8271,-156.31593,16.62
2023-08-10,20.7992,-156.28459,20.87
